"SNPID","Position","Disease/Trait name","P value","PMID","Chr"
"rs33728","66069350","Obesity with early age of onset (age >2)","5.74e-4","22484627","5"
"rs338563","184776403","Obesity (body mass index (BMI))","7.04e-4","21935397","1"
"rs338565","184777101","Obesity (body mass index (BMI))","7.05e-4","21935397","1"
"rs338566","184777467","Obesity (body mass index (BMI))","6.30e-4","21935397","1"
"rs338567","184777813","Obesity (body mass index (BMI))","7.03e-4","21935397","1"
"rs338568","184777880","Obesity (body mass index (BMI))","7.03e-4","21935397","1"
"rs338677","68332210","Obesity with early age of onset (age >2)","6.75e-4","22484627","5"
"rs341267","118406","Obesity (body mass index (BMI))","2.89e-4","21935397","5"
"rs34129218","140995243","Obesity-related traits","3.00e-6","23251661","8"
"rs341395","61127356","Obesity with early age of onset (age >2)","5.00e-4","22484627","15"
"rs341396","61127904","Obesity with early age of onset (age >2)","4.70e-4","22484627","15"
"rs341397","61128538","Obesity with early age of onset (age >2)","4.50e-4","22484627","15"
"rs34379766","56474143","Obesity-related traits","5.00e-7","23251661","12"
"rs344931","68135838","Obesity (body mass index (BMI))","8.67e-4","21935397","1"
"rs344938","68126437","Obesity (body mass index (BMI))","7.71e-4","21935397","1"
"rs3481","52605096","Obesity (body mass index (BMI))","3.75e-4","21935397","16"
"rs34832187","238499444","Obesity-related traits","8.00e-6","23251661","2"
"rs348495","45184442","Obesity with early age of onset (age >2)","2.80e-6","22484627","4"
"rs348500","45186832","Obesity with early age of onset (age >2)","5.76e-6","22484627","4"
"rs34856868","92554283","Obesity-related traits","2.00e-6","23251661","1"
"rs34863160","57089835","Obesity-related traits","9.00e-6","23251661","19"
"rs349114","98203727","Obesity-related traits","3.00e-6","23251661","13"
"rs34922283","64100478","Obesity (extreme)","8.74e-4","21935397","1"
"rs34971035","139265596","Obesity-related traits","5.00e-6","23251661","9"
"rs35131626","70834892","Obesity-related traits","9.00e-6","23251661","5"
"rs35198051","70845204","Obesity-related traits","1.00e-6","23251661","11"
"rs352236","70023685","Obesity-related traits","2.00e-6","23251661","13"
"rs352295","176245978","Obesity with early age of onset (age >2)","7.39e-4","22484627","1"
"rs354694","143925517","Obesity (body mass index (BMI))","5.87e-4","21935397","2"
"rs3552","69698158","Obesity with early age of onset (age >2)","5.67e-4","22484627","2"
"rs35600665","24741291","Obesity-related traits","7.00e-6","23251661","15"
"rs35694355","831883","Obesity-related traits","3.00e-6","23251661","11"
"rs35886975","95186387","Obesity (extreme)","7.43e-4","21935397","7"
"rs358914","55665789","Obesity with early age of onset (age >2)","9.72e-4","22484627","3"
"rs35925379","144802456","Obesity-related traits","2.00e-6","23251661","8"
"rs359419","173346651","Obesity (body mass index (BMI))","2.00e-4","21935397","5"
"rs359980","219829206","Obesity-related traits","7.00e-6","23251661","2"
"rs36019094","40237374","Obesity-related traits","1.00e-6","23251661","5"
"rs36507","49368188","Obesity (body mass index (BMI))","7.41e-5","21935397","16"
"rs365760","55391632","Obesity (body mass index (BMI))","3.07e-5","21935397","16"
"rs367057","7174228","Obesity (body mass index (BMI))","3.59e-4","21935397","18"
"rs36734","55544924","Obesity (body mass index (BMI))","8.04e-4","21935397","5"
"rs368109","93572055","Obesity with early age of onset (age >2)","4.96e-4","22484627","13"
"rs3687","73772590","Obesity with early age of onset (age >2)","5.73e-4","22484627","17"
"rs368794","34320452","Obesity with early age of onset (age >2)","4.60e-5","22484627","19"
"rs368794","34320452","Obesity (body mass index (BMI))","1.41e-4","21935397","19"
"rs369906","40453036","Type 2 diabetes without obesity","2.80e-5","17460697","21"
"rs3731629","24955160","Obesity with early age of onset (age >2)","2.16e-4","22484627","2"
"rs3731967","54202448","Obesity with early age of onset (age >2)","6.75e-4","22484627","2"
"rs3732419","119196334","Obesity (body mass index (BMI))","4.59e-4","21935397","3"
"rs3733047","52871929","Obesity with early age of onset (age >2)","5.98e-4","22484627","3"
"rs3733402","187158034","Obesity-related traits","9.00e-8","23251661","4"
"rs3733418","165878335","Obesity-related traits","9.00e-6","23251661","4"
"rs3734351","101307131","Obesity (body mass index (BMI))","8.64e-4","21935397","6"
"rs3735648","90596651","Obesity with early age of onset (age >2)","1.00e-3","22484627","7"
"rs3736273","18722529","Obesity with early age of onset (age >2)","6.66e-4","22484627","8"
"rs3736729","53379405","Obesity (body mass index (BMI))","3.09e-4","21935397","6"
"rs3736757","184677464","Obesity-related traits","6.00e-6","23251661","1"
"rs3736953","41525586","Obesity (body mass index (BMI))","1.94e-4","21935397","13"
"rs3737220","20757804","Obesity with early age of onset (age >2)","7.00e-4","22484627","14"
"rs3739890","136194812","Obesity with early age of onset (age >2)","2.80e-4","22484627","9"
"rs3740540","126294167","Obesity-related traits","5.00e-6","23251661","10"
"rs374068319","28425515","Obesity","2.00e-10","23563607","9"
"rs3740862","94862288","Obesity (body mass index (BMI))","4.20e-4","21935397","11"
"rs3740892","125255715","Obesity with early age of onset (age >2)","6.03e-4","22484627","11"
"rs3741298","116657561","Obesity-related traits","3.00e-8","23251661","11"
"rs3741557","50258325","Obesity (body mass index (BMI))","4.18e-4","21935397","12"
"rs3741557","50258325","Obesity with early age of onset (age >2)","9.34e-4","22484627","12"
"rs3741558","50258205","Obesity with early age of onset (age >2)","1.74e-4","22484627","12"
"rs374191922","4349110","Obesity (extreme)","2.32e-4","21935397","16"
"rs3742848","71191423","Obesity (body mass index (BMI))","9.66e-5","21935397","14"
"rs3743827","90094195","Obesity with early age of onset (age >2)","6.67e-4","22484627","16"
"rs3743829","90093969","Obesity with early age of onset (age >2)","6.85e-4","22484627","16"
"rs3743963","28604686","Obesity with early age of onset (age >2)","5.48e-4","22484627","16"
"rs3745618","47575716","Obesity-related traits","2.00e-6","23251661","19"
"rs374748","127699375","Extreme obesity (body mass index (BMI))","3.97e-6","19553259","5"
"rs374748","127699375","Obesity (extreme)","4.00e-6","19553259","5"
"rs3748635","219337088","Obesity (body mass index (BMI))","8.83e-4","21935397","1"
"rs3749388","38496301","Obesity with early age of onset (age >2)","7.28e-4","22484627","3"
"rs3750079","32969419","Obesity with early age of onset (age >2)","8.30e-4","22484627","7"
"rs3751812","53818460","Obesity with early age of onset (age >2)","2.77e-13","22484627","16"
"rs3751812","53818460","Obesity (body mass index (BMI))","3.79e-13","21935397","16"
"rs3751812","53818460","Obesity (body mass index (BMI))","4.20e-12","21552555","16"
"rs3751812","53818460","Obesity in children and adolescents with early age of onset","9.03e-8","20421936","16"
"rs3751813","53818708","Obesity (body mass index (BMI))","1.45e-10","21935397","16"
"rs3751813","53818708","Obesity with early age of onset (age >2)","6.39e-10","22484627","16"
"rs3751813","53818708","Obesity (body mass index (BMI))","1.63e-8","21552555","16"
"rs3751845","3778337","Obesity-related traits","9.00e-6","23251661","16"
"rs3753573","185014002","Obesity-related traits","2.00e-6","23251661","1"
"rs3754010","22836499","Obesity with early age of onset (age >2)","5.58e-4","22484627","1"
"rs37565","66211691","Obesity with early age of onset (age >2)","4.36e-4","22484627","5"
"rs3758606","120436735","Obesity with early age of onset (age >2)","5.38e-4","22484627","10"
"rs3758755","89903405","Obesity (body mass index (BMI))","4.38e-4","21935397","11"
"rs3759987","29673903","Obesity (body mass index (BMI))","8.03e-4","21935397","16"
"rs3760622","58447904","Obesity (body mass index (BMI))","2.24e-4","21935397","19"
"rs3764220","51972058","Obesity (body mass index (BMI))","1.90e-6","17200173","15"
"rs3764275","29672982","Obesity (body mass index (BMI))","8.06e-4","21935397","16"
"rs3764276","29673203","Obesity (body mass index (BMI))","5.31e-4","21935397","16"
"rs3764311","72125617","Obesity (body mass index (BMI))","7.70e-4","21935397","16"
"rs3764312","72125733","Obesity (body mass index (BMI))","6.33e-4","21935397","16"
"rs3765067","51991651","Obesity (body mass index (BMI))","1.60e-6","17200173","15"
"rs3765603","14617254","Obesity with early age of onset (age >2)","8.03e-4","22484627","9"
"rs3765680","75007008","Obesity with early age of onset (age >2)","5.00e-7","22484627","1"
"rs3765896","11074420","Obesity with early age of onset (age >2)","6.50e-4","22484627","1"
"rs3765900","11104370","Obesity with early age of onset (age >2)","7.01e-4","22484627","1"
"rs3765901","11104676","Obesity with early age of onset (age >2)","5.29e-4","22484627","1"
"rs3766467","54373185","Obesity (body mass index (BMI))","7.76e-5","21935397","1"
"rs3766572","202860067","Obesity (body mass index (BMI))","8.87e-4","21935397","1"
"rs3768250","84880380","Obesity (body mass index (BMI))","9.21e-5","21935397","1"
"rs3768648","153003412","Obesity (body mass index (BMI))","5.11e-4","21935397","2"
"rs3768649","153003104","Obesity (body mass index (BMI))","9.05e-4","21935397","2"
"rs3768650","152990932","Obesity (body mass index (BMI))","6.31e-4","21935397","2"
"rs3768651","152990721","Obesity (body mass index (BMI))","6.30e-4","21935397","2"
"rs3768743","46360107","Obesity with early age of onset (age >2)","9.22e-4","22484627","2"
"rs3769361","157397251","Obesity with early age of onset (age >2)","3.52e-4","22484627","2"
"rs3769366","157408831","Obesity with early age of onset (age >2)","6.30e-4","22484627","2"
"rs3769368","157410998","Obesity with early age of onset (age >2)","4.61e-4","22484627","2"
"rs3771514","70697667","Obesity-related traits","8.00e-6","23251661","2"
"rs3773192","78660056","Obesity with early age of onset (age >2)","8.48e-4","22484627","3"
"rs3773202","78673870","Obesity with early age of onset (age >2)","7.83e-4","22484627","3"
"rs3773206","78675999","Obesity with early age of onset (age >2)","8.71e-4","22484627","3"
"rs3778566","2213785","Obesity (body mass index (BMI))","9.29e-4","21935397","6"
"rs3782568","13145457","Obesity with early age of onset (age >2)","7.14e-4","22484627","12"
"rs3782724","6466081","Extreme obesity with early age of onset","2.97e-7","23563609","12"
"rs3782724","6466081","Obesity (early onset extreme)","3.00e-7","23563609","12"
"rs3783637","55348118","Obesity-related traits","6.00e-8","23251661","14"
"rs3783637","55348118","Obesity-related traits","1.00e-6","23251661","14"
"rs3783832","91435705","Obesity (body mass index (BMI))","6.43e-4","21935397","14"
"rs3783950","81448282","Extreme obesity with early age of onset","1.38e-6","18159244","14"
"rs3784397","40596844","Obesity (body mass index (BMI))","9.38e-4","21935397","15"
"rs378467","107987407","Obesity with early age of onset (age >2)","5.95e-4","22484627","9"
"rs3786811","30952806","Obesity (body mass index (BMI))","5.38e-5","21935397","19"
"rs3786812","30951400","Obesity (body mass index (BMI))","4.98e-5","21935397","19"
"rs3786813","30951378","Obesity (body mass index (BMI))","2.59e-5","21935397","19"
"rs3786814","30951278","Obesity (body mass index (BMI))","3.78e-4","21935397","19"
"rs3787445","4769834","Obesity with early age of onset (age >2)","8.28e-4","22484627","20"
"rs3789405","94531324","Obesity (body mass index (BMI))","2.10e-5","21935397","1"
"rs3789407","94531606","Obesity (body mass index (BMI))","8.77e-5","21935397","1"
"rs3789412","94536067","Obesity (body mass index (BMI))","3.95e-4","21935397","1"
"rs3793404","75544780","Obesity (body mass index (BMI))","4.42e-4","21935397","8"
"rs3793537","35687556","Obesity (body mass index (BMI))","8.11e-4","21935397","9"
"rs3797057","141129129","Obesity (body mass index (BMI))","2.08e-4","21935397","5"
"rs3798480","36354512","Obesity with early age of onset (age >2)","7.58e-4","22484627","6"
"rs3800131","1918262","Obesity-related traits","9.00e-6","23251661","6"
"rs3800229","108996963","Obesity with early age of onset (age >2)","7.10e-4","22484627","6"
"rs3801369","10492168","Obesity with early age of onset (age >2)","9.61e-4","22484627","7"
"rs3802051","93091488","Obesity with early age of onset (age >2)","6.88e-4","22484627","7"
"rs3802177","118185025","Type 2 diabetes without obesity","7.42e-5","20581827","8"
"rs3802177","118185025","Type 2 diabetes with obesity","2.70e-4","20581827","8"
"rs3802847","112912303","Obesity with early age of onset (age >2)","9.38e-4","22484627","11"
"rs3802857","115078618","Obesity with early age of onset (age >2)","1.79e-4","22484627","11"
"rs3803683","90060281","Obesity with early age of onset (age >2)","8.68e-4","22484627","16"
"rs3804024","41993707","Obesity-related traits","9.00e-7","23251661","21"
"rs3806234","153631071","Obesity with early age of onset (age >2)","9.93e-4","22484627","1"
"rs3806346","202859600","Obesity (body mass index (BMI))","8.99e-4","21935397","1"
"rs3806680","3152384","Obesity (body mass index (BMI))","6.24e-4","21935397","3"
"rs3809498","51973485","Obesity (body mass index (BMI))","4.30e-6","17200173","15"
"rs3809584","89009103","Obesity (body mass index (BMI))","8.45e-4","21935397","15"
"rs3809782","46657927","Obesity with early age of onset (age >2)","6.34e-4","22484627","17"
"rs3809813","7224921","Obesity with early age of onset (age >2)","5.31e-5","22484627","17"
"rs3810291","47569003","Extreme obesity with early age of onset","1.64e-212","23563609","19"
"rs3810291","47569003","Obesity (body mass index (BMI) > 30 kg/m2))","3.27e-5","20935630","19"
"rs3810420","3365583","Type 2 diabetes without obesity","4.50e-5","17460697","19"
"rs3811244","22859482","Obesity (body mass index (BMI))","3.57e-4","21935397","14"
"rs3811250","22855970","Obesity (body mass index (BMI))","2.99e-4","21935397","14"
"rs3814120","129414929","Type 2 diabetes with obesity","1.40e-5","17460697","9"
"rs3814401","112997141","Obesity with early age of onset (age >2)","6.62e-4","22484627","3"
"rs3816063","142161064","Obesity-related traits","2.00e-6","23251661","8"
"rs3816088","136587238","Obesity with early age of onset (age >2)","2.14e-4","22484627","2"
"rs3816105","85640911","Obesity with early age of onset (age >2)","5.87e-4","22484627","15"
"rs3816544","51975758","Obesity (body mass index (BMI))","3.90e-6","17200173","15"
"rs3816815","59466989","Obesity (body mass index (BMI))","8.04e-4","21935397","15"
"rs3817089","38707653","Obesity (body mass index (BMI))","8.91e-5","21935397","11"
"rs3817334","47650993","Extreme obesity with early age of onset","1.59e-212","23563609","11"
"rs3818638","124906723","Obesity-related traits","6.00e-6","23251661","9"
"rs3819003","14617477","Obesity with early age of onset (age >2)","7.92e-4","22484627","9"
"rs3819946","75175886","Obesity with early age of onset (age >2)","4.16e-4","22484627","1"
"rs3819947","75229396","Obesity with early age of onset (age >2)","4.98e-4","22484627","1"
"rs3820702","152980853","Obesity (body mass index (BMI))","6.97e-4","21935397","2"
"rs3821596","78677038","Obesity with early age of onset (age >2)","8.81e-4","22484627","3"
"rs3822113","47406635","Obesity with early age of onset (age >2)","2.89e-5","22484627","4"
"rs3822262","6697766","Obesity-related traits","3.00e-6","23251661","4"
"rs3823526","154598097","Obesity with early age of onset (age >2)","9.21e-4","22484627","7"
"rs3823853","10490577","Obesity with early age of onset (age >2)","9.09e-4","22484627","7"
"rs3824754","104614350","Obesity with early age of onset (age >2)","5.86e-4","22484627","10"
"rs3824755","104595849","Obesity with early age of onset (age >2)","6.77e-4","22484627","10"
"rs3824789","98800099","Obesity-related traits","6.00e-6","23251661","10"
"rs3825172","122340475","Obesity (body mass index (BMI))","1.64e-4","21935397","12"
"rs383307","50277129","Obesity (body mass index (BMI))","2.37e-4","21935397","12"
"rs3843262","75013054","Obesity with early age of onset (age >2)","3.95e-7","22484627","1"
"rs3845344","75001480","Obesity with early age of onset (age >2)","2.62e-5","22484627","1"
"rs3845345","75002667","Obesity with early age of onset (age >2)","6.50e-7","22484627","1"
"rs3845347","75004048","Obesity with early age of onset (age >2)","1.17e-7","22484627","1"
"rs3845430","181398520","Obesity with early age of onset (age >2)","7.58e-4","22484627","1"
"rs384627","119336746","Obesity-related traits","5.00e-6","23251661","10"
"rs3847070","103433166","Obesity with early age of onset (age >2)","6.86e-4","22484627","7"
"rs3847171","133505209","Obesity with early age of onset (age >2)","4.84e-4","22484627","8"
"rs3847638","38528172","Obesity (body mass index (BMI))","9.45e-4","21935397","11"
"rs3848704","58141296","Obesity (body mass index (BMI))","1.71e-4","21935397","20"
"rs3848705","58142077","Obesity (body mass index (BMI))","1.74e-4","21935397","20"
"rs3848706","58144187","Obesity (body mass index (BMI))","1.78e-4","21935397","20"
"rs3849047","137980476","Obesity (body mass index (BMI))","1.26e-4","21935397","5"
"rs3849047","137980476","Obesity with early age of onset (age >2)","4.18e-4","22484627","5"
"rs3849221","138028677","Obesity-related traits","1.00e-6","23251661","9"
"rs3850872","50857192","Obesity with early age of onset (age >2)","5.43e-4","22484627","1"
"rs3852781","72123556","Obesity (body mass index (BMI))","7.97e-4","21935397","16"
"rs3853440","111729609","Obesity with early age of onset (age >2)","5.72e-4","22484627","4"
"rs3853441","111729740","Obesity with early age of onset (age >2)","5.72e-4","22484627","4"
"rs3853442","111730028","Obesity with early age of onset (age >2)","5.62e-4","22484627","4"
"rs3853443","111730129","Obesity with early age of onset (age >2)","5.67e-4","22484627","4"
"rs3855981","232683603","Obesity with early age of onset (age >2)","4.74e-4","22484627","1"
"rs3857596","50905067","Obesity (body mass index (BMI))","2.80e-5","21935397","6"
"rs3857596","50905067","Obesity with early age of onset (age >2)","5.75e-5","22484627","6"
"rs3857599","50938247","Obesity (body mass index (BMI))","2.97e-5","21935397","6"
"rs3857599","50938247","Obesity with early age of onset (age >2)","5.96e-5","22484627","6"
"rs3859296","11992546","Obesity with early age of onset (age >2)","8.34e-4","22484627","18"
"rs3860707","52938243","Obesity (body mass index (BMI))","5.25e-4","21935397","4"
"rs3861426","148184099","Obesity (body mass index (BMI))","7.45e-4","21935397","6"
"rs3861878","129461912","Obesity (body mass index (BMI))","7.35e-4","21935397","9"
"rs3862047","153637617","Obesity with early age of onset (age >2)","8.96e-4","22484627","1"
"rs3862271","50954996","Obesity with early age of onset (age >2)","3.58e-4","22484627","1"
"rs3862411","85551001","Obesity with early age of onset (age >2)","1.83e-4","22484627","15"
"rs3864639","76738591","Obesity-related traits","2.00e-7","23251661","7"
"rs3865392","34929464","Obesity (body mass index (BMI))","8.89e-4","21935397","18"
"rs3865393","34937109","Obesity (body mass index (BMI))","9.78e-4","21935397","18"
"rs3865472","6552445","Obesity with early age of onset (age >2)","4.11e-4","22484627","19"
"rs386578","66191070","Obesity with early age of onset (age >2)","3.72e-4","22484627","5"
"rs3887073","120432485","Obesity with early age of onset (age >2)","4.82e-4","22484627","10"
"rs3888190","28889486","Obesity with early age of onset (age >2)","2.21e-4","22484627","16"
"rs3889706","126761534","Obesity (body mass index (BMI))","6.42e-4","21935397","10"
"rs3894212","75001683","Obesity with early age of onset (age >2)","5.38e-7","22484627","1"
"rs3895875","34936882","Obesity (body mass index (BMI))","9.63e-4","21935397","18"
"rs3895907","75006027","Obesity with early age of onset (age >2)","1.24e-7","22484627","1"
"rs3897644","57729069","Obesity with early age of onset (age >2)","2.60e-4","22484627","18"
"rs3897645","57728947","Obesity with early age of onset (age >2)","6.29e-5","22484627","18"
"rs3898491","38528628","Obesity (body mass index (BMI))","9.39e-4","21935397","11"
"rs3898645","51321303","Obesity with early age of onset (age >2)","3.66e-4","22484627","6"
"rs3900233","133980650","Obesity with early age of onset (age >2)","1.26e-4","22484627","4"
"rs3902397","29065059","Obesity with early age of onset (age >2)","3.97e-4","22484627","21"
"rs3903070","25123463","Obesity with early age of onset (age >2)","7.47e-10","22484627","2"
"rs3906146","129463613","Obesity (body mass index (BMI))","5.89e-5","21935397","9"
"rs3912607","162498758","Obesity (body mass index (BMI))","8.34e-6","21552555","3"
"rs3913574","76575853","Obesity (body mass index (BMI))","7.25e-4","21935397","3"
"rs3916141","129891860","Obesity with early age of onset (age >2)","7.45e-4","22484627","12"
"rs3919627","42909160","Obesity-related traits","2.00e-7","23251661","3"
"rs3923114","68326298","Obesity with early age of onset (age >2)","9.28e-4","22484627","5"
"rs3923626","69524593","Obesity with early age of onset (age >2)","1.91e-4","22484627","2"
"rs3924376","28925978","Obesity with early age of onset (age >2)","6.37e-4","22484627","16"
"rs392502","95012608","Obesity with early age of onset (age >2)","7.68e-4","22484627","6"
"rs3934285","104598941","Obesity-related traits","2.00e-6","23251661","1"
"rs3935562","121275721","Obesity with early age of onset (age >2)","5.96e-4","22484627","9"
"rs3935969","65881959","Obesity with early age of onset (age >2)","7.55e-4","22484627","17"
"rs395065","16404580","Obesity (body mass index (BMI))","3.74e-4","21935397","6"
"rs3951439","51727596","Obesity-related traits","6.00e-6","23251661","12"
"rs3958553","58019210","Obesity with early age of onset (age >2)","4.91e-4","22484627","1"
"rs396045","25841613","Obesity-related traits","7.00e-6","23251661","5"
"rs3969758","155805360","Obesity with early age of onset (age >2)","3.90e-4","22484627","5"
"rs3981351","115515120","Obesity-related traits","1.00e-6","23251661","10"
"rs39862","66185151","Obesity with early age of onset (age >2)","3.04e-5","22484627","5"
"rs3990341","122714972","Obesity with early age of onset (age >2)","9.15e-5","22484627","5"
"rs400028","113849294","Obesity-related traits","5.00e-6","23251661","5"
"rs40036","66056569","Obesity with early age of onset (age >2)","5.20e-4","22484627","5"
"rs4012249","186779864","Obesity (body mass index (BMI))","8.73e-4","21935397","3"
"rs4032974","111732536","Obesity with early age of onset (age >2)","5.43e-4","22484627","4"
"rs4032975","111732238","Obesity with early age of onset (age >2)","5.04e-4","22484627","4"
"rs4032976","111728767","Obesity with early age of onset (age >2)","5.72e-4","22484627","4"
"rs40494","61942066","Obesity with early age of onset (age >2)","9.47e-4","22484627","3"
"rs405460","59366315","Obesity-related traits","6.00e-7","23251661","14"
"rs4072286","142736531","Obesity-related traits","4.00e-7","23251661","8"
"rs4074134","27647285","Obesity with early age of onset (age >2)","5.01e-5","22484627","11"
"rs4075681","50214637","Obesity with early age of onset (age >2)","3.59e-7","22484627","12"
"rs4075681","50214637","Obesity (body mass index (BMI))","4.26e-5","21935397","12"
"rs4076794","90501514","Obesity with early age of onset (age >2)","8.86e-4","22484627","9"
"rs4077677","25122798","Obesity with early age of onset (age >2)","9.96e-4","22484627","2"
"rs4077678","25122840","Obesity with early age of onset (age >2)","9.26e-10","22484627","2"
"rs4077679","25122852","Obesity with early age of onset (age >2)","2.73e-4","22484627","2"
"rs4077680","25122942","Obesity with early age of onset (age >2)","2.69e-4","22484627","2"
"rs4077974","54226000","Obesity (body mass index (BMI))","9.54e-4","21935397","3"
"rs4081367","177790062","Obesity (body mass index (BMI))","6.87e-4","21935397","1"
"rs4083242","86368526","Obesity-related traits","1.00e-7","23251661","16"
"rs4091697","119654521","Obesity (body mass index (BMI))","2.00e-5","19151714","9"
"rs4099684","157427789","Obesity with early age of onset (age >2)","3.98e-4","22484627","3"
"rs4106153","90244476","Obesity (body mass index (BMI))","7.17e-4","21935397","4"
"rs4113584","51362475","Obesity with early age of onset (age >2)","4.87e-4","22484627","6"
"rs4118165","147240784","Obesity (body mass index (BMI))","8.95e-4","21935397","7"
"rs4124158","111730194","Obesity with early age of onset (age >2)","5.74e-4","22484627","4"
"rs4124159","111730243","Obesity with early age of onset (age >2)","6.35e-4","22484627","4"
"rs4128166","121291765","Obesity with early age of onset (age >2)","8.73e-4","22484627","9"
"rs4128541","57115188","Obesity with early age of onset (age >2)","2.56e-4","22484627","8"
"rs41286490","51974512","Obesity (body mass index (BMI))","4.30e-6","17200173","15"
"rs41286492","51988213","Obesity (body mass index (BMI))","3.50e-6","17200173","15"
"rs4129230","82798972","Obesity with early age of onset (age >2)","4.00e-4","22484627","7"
"rs4129340","104017454","Obesity with early age of onset (age >2)","4.13e-4","22484627","6"
"rs4130513","78458750","Obesity (body mass index (BMI))","9.30e-4","21935397","16"
"rs4132288","177802710","Obesity with early age of onset (age >2)","1.52e-4","22484627","1"
"rs4132554","62600287","Obesity with early age of onset (age >2)","9.33e-4","22484627","10"
"rs4133254","132042958","Obesity (body mass index (BMI))","9.63e-4","21935397","12"
"rs413693","71403616","Obesity (body mass index (BMI))","2.00e-6","19151714","2"
"rs413844","43729384","Obesity (body mass index (BMI))","9.95e-4","21935397","17"
"rs4140392","94532013","Obesity (body mass index (BMI))","9.45e-5","21935397","1"
"rs4142027","177833576","Obesity with early age of onset (age >2)","3.33e-4","22484627","1"
"rs4142027","177833576","Obesity (body mass index (BMI))","9.04e-4","21935397","1"
"rs4142495","35728494","Obesity (body mass index (BMI))","6.29e-4","21935397","9"
"rs4143273","15501808","Obesity with early age of onset (age >2)","8.88e-4","22484627","3"
"rs4144510","57911411","Obesity with early age of onset (age >2)","4.56e-4","22484627","15"
"rs4146562","52972019","Obesity (body mass index (BMI))","2.71e-4","21935397","4"
"rs4146915","25199838","Obesity with early age of onset (age >2)","1.54e-4","22484627","2"
"rs4146916","25194127","Obesity with early age of onset (age >2)","8.98e-5","22484627","2"
"rs4147822","94561489","Obesity (body mass index (BMI))","2.68e-4","21935397","1"
"rs4147823","94561272","Obesity (body mass index (BMI))","7.51e-4","21935397","1"
"rs4147833","94528363","Obesity (body mass index (BMI))","1.50e-4","21935397","1"
"rs4147836","94516474","Obesity (body mass index (BMI))","2.40e-4","21935397","1"
"rs41492957","16969014","Extreme obesity with early age of onset","9.40e-7","18159244","20"
"rs415237","34323214","Obesity with early age of onset (age >2)","2.86e-5","22484627","19"
"rs415237","34323214","Obesity (body mass index (BMI))","3.26e-5","21935397","19"
"rs4153","98548220","Obesity (body mass index (BMI))","8.06e-4","21935397","4"
"rs41542","93722036","Obesity (body mass index (BMI))","9.55e-4","21935397","7"
"rs41654","88054557","Obesity (body mass index (BMI))","8.44e-4","21935397","7"
"rs41656","88058531","Obesity (body mass index (BMI))","7.49e-4","21935397","7"
"rs417190","84569101","Obesity (body mass index (BMI))","9.50e-4","21935397","16"
"rs420017","89617081","Obesity-related traits","8.00e-6","23251661","15"
"rs421172","16401797","Obesity (body mass index (BMI))","4.81e-4","21935397","6"
"rs421468","150005013","Obesity with early age of onset (age >2)","5.66e-4","22484627","2"
"rs422552","9158138","Obesity with early age of onset (age >2)","8.11e-4","22484627","3"
"rs422656","7793429","Obesity (body mass index (BMI))","6.23e-4","21935397","18"
"rs4233706","25187329","Obesity with early age of onset (age >2)","9.17e-5","22484627","2"
"rs4233736","29676965","Obesity (body mass index (BMI))","3.76e-4","21935397","2"
"rs4233737","29677036","Obesity (body mass index (BMI))","9.70e-4","21935397","2"
"rs4237127","1129674","Obesity (body mass index (BMI))","6.43e-4","21935397","9"
"rs4237709","15452247","Obesity with early age of onset (age >2)","5.89e-4","22484627","11"
"rs4238659","16974936","Obesity (body mass index (BMI))","6.54e-4","21935397","16"
"rs4238833","90050689","Obesity with early age of onset (age >2)","3.84e-4","22484627","16"
"rs42389","168892466","Obesity with early age of onset (age >2)","9.00e-4","22484627","5"
"rs423934","50277412","Obesity (body mass index (BMI))","1.71e-4","21935397","12"
"rs4240288","114890811","Obesity with early age of onset (age >2)","5.72e-4","22484627","4"
"rs4241319","603079","Obesity with early age of onset (age >2)","2.02e-4","22484627","2"
"rs4241320","617897","Obesity with early age of onset (age >2)","3.36e-4","22484627","2"
"rs4241349","69330284","Obesity (body mass index (BMI))","9.91e-4","21935397","2"
"rs4241405","49642027","Obesity with early age of onset (age >2)","1.11e-4","22484627","3"
"rs4243545","49723963","Obesity with early age of onset (age >2)","1.35e-4","22484627","12"
"rs4244260","95982015","Obesity with early age of onset (age >2)","8.98e-4","22484627","10"
"rs4245935","142954285","Obesity with early age of onset (age >2)","1.52e-4","22484627","4"
"rs4246763","68324810","Obesity with early age of onset (age >2)","6.75e-4","22484627","5"
"rs4246892","115588649","Obesity (body mass index (BMI))","2.58e-4","21935397","9"
"rs4253945","63655914","Obesity (body mass index (BMI))","6.11e-4","21935397","1"
"rs4254182","41453256","Obesity (body mass index (BMI))","4.79e-4","21935397","13"
"rs4254558","51454158","Obesity with early age of onset (age >2)","1.85e-4","22484627","20"
"rs4259187","164237749","Obesity with early age of onset (age >2)","5.43e-4","22484627","5"
"rs4259626","192081869","Obesity with early age of onset (age >2)","4.62e-4","22484627","1"
"rs4259943","79561750","Obesity with early age of onset (age >2)","4.05e-4","22484627","13"
"rs4262001","130701995","Obesity with early age of onset (age >2)","9.22e-4","22484627","4"
"rs4262942","52623836","Obesity (body mass index (BMI))","2.89e-4","21935397","16"
"rs4264159","130755784","Obesity (body mass index (BMI))","6.38e-4","21935397","11"
"rs4271371","2651410","Obesity (body mass index (BMI))","7.84e-4","21935397","11"
