LSLNC000077	NONHSAG000275	NONHSAT000724	1	rs10462020	Type 2 diabetes
LSLNC002978	NONHSAG038551	NONHSAT097651	4	rs2905639	Type 2 diabetes, combined control dataset
LSLNC002978	NONHSAG038551	NONHSAT097651	4	rs2905642	Type 2 diabetes, combined control dataset
LSLNC002978	NONHSAG038551	NONHSAT097651	4	rs2905643	Type 2 diabetes, combined control dataset
LSLNC002978	NONHSAG038551	NONHSAT097651	4	rs2905649	Type 2 diabetes, combined control dataset
LSLNC002978	NONHSAG038551	NONHSAT097651	4	rs488076	Type 2 diabetes, combined control dataset
LSLNC003015	NONHSAG038675	NONHSAT097889	4	rs2174558	Body mass index (BMI) in Type 2 diabetes
LSLNC003015	NONHSAG038675	NONHSAT097889	4	rs2174558	Type 2 diabetes
LSLNC003058	NONHSAG038988	NONHSAT098538	4	rs1364925	Type 2 diabetes
LSLNC003058	NONHSAG038988	NONHSAT098538	4	rs1364925	Body mass index (BMI) in Type 2 diabetes
LSLNC003066	NONHSAG039004	NONHSAT098569	4	rs41355648	Body mass index (BMI) in Type 2 diabetes
LSLNC003066	NONHSAG039004	NONHSAT098569	4	rs41355648	Type 2 diabetes
LSLNC003080	NONHSAG039072	NONHSAT098695	4	rs10519945	Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease
LSLNC003124	NONHSAG039236	NONHSAT099039	4	rs1564713	Type 2 diabetes
LSLNC003124	NONHSAG039236	NONHSAT099039	4	rs17459609	Type 2 diabetes
LSLNC003124	NONHSAG039236	NONHSAT099039	4	rs17459630	Type 2 diabetes
LSLNC003124	NONHSAG039236	NONHSAT099039	4	rs17459658	Type 2 diabetes
LSLNC003124	NONHSAG039236	NONHSAT099039	4	rs6821913	Type 2 diabetes
LSLNC003124	NONHSAG039236	NONHSAT099039	4	rs10517758	Type 2 diabetes
LSLNC003173	NONHSAG039398	NONHSAT099356	4	rs6811405	Type 2 diabetes
LSLNC003173	NONHSAG039398	NONHSAT099356	4	rs7693236	Type 2 diabetes
LSLNC003173	NONHSAG039398	NONHSAT099356	4	rs9992247	Type 2 diabetes
LSLNC003191	NONHSAG037566	NONHSAT147281	4	rs4698483	Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis, gender differentiated
LSLNC003235	NONHSAG039984	NONHSAT100620	5	rs2731796	Waist circumference in Type 2 diabetes
LSLNC003235	NONHSAG039984	NONHSAT100620	5	rs2731796	Type 2 diabetes
LSLNC003235	NONHSAG039984	NONHSAT100620	5	rs638191	Type 2 diabetes
LSLNC003236	NONHSAG039984	NONHSAT100622	5	rs638191	Type 2 diabetes
LSLNC003238	NONHSAG040112	NONHSAT100877	5	rs16900672	Type 2 diabetes
LSLNC003249	NONHSAG040178	NONHSAT101013	5	rs6451212	Type 2 diabetes
LSLNC003249	NONHSAG040178	NONHSAT101013	5	rs6895801	Type 2 diabetes
LSLNC003249	NONHSAG040178	NONHSAT101013	5	rs7736028	Type 2 diabetes
LSLNC003249	NONHSAG040178	NONHSAT101013	5	rs4130605	Type 2 diabetes
LSLNC003266	NONHSAG040229	NONHSAT101097	5	rs6893077	Type 2 diabetes
LSLNC003285	NONHSAG040320	NONHSAT101321	5	rs2042950	Type 2 diabetes
LSLNC003286	NONHSAG040320	NONHSAT101322	5	rs2042950	Type 2 diabetes
LSLNC003287	NONHSAG040320	NONHSAT101323	5	rs2042950	Type 2 diabetes
LSLNC003288	NONHSAG040320	NONHSAT101324	5	rs2042950	Type 2 diabetes
LSLNC003306	NONHSAG040363	NONHSAT101409	5	rs17265753	Body mass index (BMI) in Type 2 diabetes
LSLNC003306	NONHSAG040363	NONHSAT101409	5	rs6881021	Type 2 diabetes, combined control dataset, gender differentiated
LSLNC003320	NONHSAG040444	NONHSAT101576	5	rs6892553	Type 2 diabetes
LSLNC003324	NONHSAG040464	NONHSAT101621	5	rs295677	Type 2 diabetes
LSLNC003325	NONHSAG040467	NONHSAT101626	5	rs10066573	Type 2 diabetes
LSLNC003325	NONHSAG040467	NONHSAT101626	5	rs10066573	Waist hip ratio in Type 2 diabetes
LSLNC003335	NONHSAG040482	NONHSAT101657	5	rs581318	Body mass index (BMI) in Type 2 diabetes
LSLNC003335	NONHSAG040482	NONHSAT101657	5	rs581318	Waist circumference in Type 2 diabetes
LSLNC003335	NONHSAG040482	NONHSAT101657	5	rs581318	Weight in Type 2 diabetes
LSLNC003367	NONHSAG040764	NONHSAT102232	5	rs2972843	Type 2 diabetes
LSLNC003370	NONHSAG040784	NONHSAT102261	5	rs4457053	Type 2 diabetes
LSLNC003370	NONHSAG040784	NONHSAT102261	5	rs4457053	Type 2 diabetes without obesity
LSLNC003370	NONHSAG040784	NONHSAT102261	5	rs6878122	Type 2 diabetes
LSLNC003370	NONHSAG040784	NONHSAT102261	5	rs6878122	Type 2 diabetes (males)
LSLNC003370	NONHSAG040784	NONHSAT102261	5	rs6878122	Type 2 diabetes (females)
LSLNC003370	NONHSAG040784	NONHSAT102261	5	rs7708285	Type 2 diabetes
LSLNC003372	NONHSAG040784	NONHSAT102263	5	rs4457053	Type 2 diabetes
LSLNC003372	NONHSAG040784	NONHSAT102263	5	rs4457053	Type 2 diabetes without obesity
LSLNC003372	NONHSAG040784	NONHSAT102263	5	rs6878122	Type 2 diabetes
LSLNC003372	NONHSAG040784	NONHSAT102263	5	rs6878122	Type 2 diabetes (males)
LSLNC003372	NONHSAG040784	NONHSAT102263	5	rs6878122	Type 2 diabetes (females)
LSLNC003372	NONHSAG040784	NONHSAT102263	5	rs7708285	Type 2 diabetes
LSLNC003373	NONHSAG040784	NONHSAT102264	5	rs4457053	Type 2 diabetes
LSLNC003373	NONHSAG040784	NONHSAT102264	5	rs4457053	Type 2 diabetes without obesity
LSLNC003373	NONHSAG040784	NONHSAT102264	5	rs6878122	Type 2 diabetes
LSLNC003373	NONHSAG040784	NONHSAT102264	5	rs6878122	Type 2 diabetes (males)
LSLNC003373	NONHSAG040784	NONHSAT102264	5	rs6878122	Type 2 diabetes (females)
LSLNC003373	NONHSAG040784	NONHSAT102264	5	rs7708285	Type 2 diabetes
LSLNC003374	NONHSAG040784	NONHSAT102265	5	rs4457053	Type 2 diabetes
LSLNC003374	NONHSAG040784	NONHSAT102265	5	rs4457053	Type 2 diabetes without obesity
LSLNC003374	NONHSAG040784	NONHSAT102265	5	rs6878122	Type 2 diabetes
LSLNC003374	NONHSAG040784	NONHSAT102265	5	rs6878122	Type 2 diabetes (males)
LSLNC003374	NONHSAG040784	NONHSAT102265	5	rs6878122	Type 2 diabetes (females)
LSLNC003374	NONHSAG040784	NONHSAT102265	5	rs7708285	Type 2 diabetes
LSLNC003378	NONHSAG040784	NONHSAT102270	5	rs4457053	Type 2 diabetes
LSLNC003378	NONHSAG040784	NONHSAT102270	5	rs4457053	Type 2 diabetes without obesity
LSLNC003378	NONHSAG040784	NONHSAT102270	5	rs6878122	Type 2 diabetes
LSLNC003378	NONHSAG040784	NONHSAT102270	5	rs6878122	Type 2 diabetes (males)
LSLNC003378	NONHSAG040784	NONHSAT102270	5	rs6878122	Type 2 diabetes (females)
LSLNC003378	NONHSAG040784	NONHSAT102270	5	rs7708285	Type 2 diabetes
LSLNC003379	NONHSAG040784	NONHSAT102271	5	rs4457053	Type 2 diabetes
LSLNC003379	NONHSAG040784	NONHSAT102271	5	rs4457053	Type 2 diabetes without obesity
LSLNC003379	NONHSAG040784	NONHSAT102271	5	rs6878122	Type 2 diabetes
LSLNC003379	NONHSAG040784	NONHSAT102271	5	rs6878122	Type 2 diabetes (males)
LSLNC003379	NONHSAG040784	NONHSAT102271	5	rs6878122	Type 2 diabetes (females)
LSLNC003379	NONHSAG040784	NONHSAT102271	5	rs7708285	Type 2 diabetes
LSLNC003381	NONHSAG040784	NONHSAT102273	5	rs4457053	Type 2 diabetes
LSLNC003381	NONHSAG040784	NONHSAT102273	5	rs4457053	Type 2 diabetes without obesity
LSLNC003381	NONHSAG040784	NONHSAT102273	5	rs7708285	Type 2 diabetes
LSLNC003382	NONHSAG040784	NONHSAT102274	5	rs4457053	Type 2 diabetes
LSLNC003382	NONHSAG040784	NONHSAT102274	5	rs4457053	Type 2 diabetes without obesity
LSLNC003382	NONHSAG040784	NONHSAT102274	5	rs6878122	Type 2 diabetes
LSLNC003382	NONHSAG040784	NONHSAT102274	5	rs6878122	Type 2 diabetes (males)
LSLNC003382	NONHSAG040784	NONHSAT102274	5	rs6878122	Type 2 diabetes (females)
LSLNC003382	NONHSAG040784	NONHSAT102274	5	rs7708285	Type 2 diabetes
LSLNC003383	NONHSAG040784	NONHSAT102276	5	rs4457053	Type 2 diabetes
LSLNC003383	NONHSAG040784	NONHSAT102276	5	rs4457053	Type 2 diabetes without obesity
LSLNC003383	NONHSAG040784	NONHSAT102276	5	rs6878122	Type 2 diabetes
LSLNC003383	NONHSAG040784	NONHSAT102276	5	rs6878122	Type 2 diabetes (males)
LSLNC003383	NONHSAG040784	NONHSAT102276	5	rs6878122	Type 2 diabetes (females)
LSLNC003383	NONHSAG040784	NONHSAT102276	5	rs7708285	Type 2 diabetes
LSLNC003384	NONHSAG040784	NONHSAT102277	5	rs4457053	Type 2 diabetes
LSLNC003384	NONHSAG040784	NONHSAT102277	5	rs4457053	Type 2 diabetes without obesity
LSLNC003384	NONHSAG040784	NONHSAT102277	5	rs6878122	Type 2 diabetes
LSLNC003384	NONHSAG040784	NONHSAT102277	5	rs6878122	Type 2 diabetes (males)
LSLNC003384	NONHSAG040784	NONHSAT102277	5	rs6878122	Type 2 diabetes (females)
LSLNC003384	NONHSAG040784	NONHSAT102277	5	rs7708285	Type 2 diabetes
LSLNC003394	NONHSAG040839	NONHSAT102384	5	rs2288395	Weight in Type 2 diabetes
LSLNC003394	NONHSAG040839	NONHSAT102384	5	rs2288395	Type 2 diabetes
LSLNC003470	NONHSAG041085	NONHSAT102907	5	rs26503	Type 2 diabetes
LSLNC003479	NONHSAG041228	NONHSAT103183	5	rs11466749	Body mass index (BMI) in Type 2 diabetes
LSLNC003479	NONHSAG041228	NONHSAT103183	5	rs11466749	Type 2 diabetes
LSLNC003479	NONHSAG041228	NONHSAT103183	5	rs7723819	Type 2 diabetes
LSLNC003502	NONHSAG041270	NONHSAT103281	5	rs3096548	Type 2 diabetes, gender differentiated
LSLNC003505	NONHSAG041293	NONHSAT103312	5	rs256962	Type 2 diabetes
LSLNC003506	NONHSAG041293	NONHSAT103313	5	rs256962	Type 2 diabetes
LSLNC003507	NONHSAG041293	NONHSAT103314	5	rs256962	Type 2 diabetes
LSLNC003542	NONHSAG041440	NONHSAT103579	5	rs6595709	Type 2 diabetes, combined control dataset
LSLNC003543	NONHSAG041440	NONHSAT103580	5	rs6595709	Type 2 diabetes, combined control dataset
LSLNC003615	NONHSAG041756	NONHSAT104243	5	rs12515688	Type 2 diabetes
LSLNC003615	NONHSAG041756	NONHSAT104243	5	rs3733699	Type 2 diabetes
LSLNC003616	NONHSAG041756	NONHSAT104244	5	rs12515688	Type 2 diabetes
LSLNC003616	NONHSAG041756	NONHSAT104244	5	rs3733699	Type 2 diabetes
LSLNC003616	NONHSAG041756	NONHSAT104244	5	rs3733697	Type 2 diabetes
LSLNC003617	NONHSAG041756	NONHSAT104245	5	rs12515688	Type 2 diabetes
LSLNC003624	NONHSAG041795	NONHSAT104302	5	rs3853477	Type 2 diabetes
LSLNC003624	NONHSAG041795	NONHSAT104302	5	rs3853477	Type 2 diabetes family history
LSLNC003624	NONHSAG041795	NONHSAT104302	5	rs4912639	Type 2 diabetes
LSLNC003624	NONHSAG041795	NONHSAT104302	5	rs4912854	Type 2 diabetes
LSLNC003626	NONHSAG041795	NONHSAT104310	5	rs3853477	Type 2 diabetes
LSLNC003626	NONHSAG041795	NONHSAT104310	5	rs3853477	Type 2 diabetes family history
LSLNC003626	NONHSAG041795	NONHSAT104310	5	rs4912639	Type 2 diabetes
LSLNC003626	NONHSAG041795	NONHSAT104310	5	rs4912854	Type 2 diabetes
LSLNC003626	NONHSAG041795	NONHSAT104310	5	rs17098701	Type 2 diabetes and other traits
LSLNC003626	NONHSAG041795	NONHSAT104310	5	rs152447	Type 2 diabetes
LSLNC003626	NONHSAG041795	NONHSAT104310	5	rs17099186	Weight in Type 2 diabetes
LSLNC003626	NONHSAG041795	NONHSAT104310	5	rs17099186	Type 2 diabetes
LSLNC003627	NONHSAG041795	NONHSAT104311	5	rs3853477	Type 2 diabetes
LSLNC003627	NONHSAG041795	NONHSAT104311	5	rs3853477	Type 2 diabetes family history
LSLNC003627	NONHSAG041795	NONHSAT104311	5	rs4912639	Type 2 diabetes
LSLNC003627	NONHSAG041795	NONHSAT104311	5	rs4912854	Type 2 diabetes
LSLNC003627	NONHSAG041795	NONHSAT104311	5	rs17098701	Type 2 diabetes and other traits
LSLNC003643	NONHSAG041884	NONHSAT104459	5	rs12055273	Type 2 diabetes, combined control dataset, gender differentiated
LSLNC003672	NONHSAG042042	NONHSAT104762	5	rs10076521	Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease
LSLNC003672	NONHSAG042042	NONHSAT104762	5	rs4704859	Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease
LSLNC003696	NONHSAG042167	NONHSAT104980	5	rs1560649	Type 2 diabetes
LSLNC003696	NONHSAG042167	NONHSAT104980	5	rs7711412	Type 2 diabetes
LSLNC003696	NONHSAG042167	NONHSAT104980	5	rs7707033	Diabetic retinopathy in Type 2 diabetes mellitus
LSLNC003696	NONHSAG042167	NONHSAT104980	5	rs7724079	Diabetic retinopathy in Type 2 diabetes mellitus
LSLNC003696	NONHSAG042167	NONHSAT104980	5	rs7724483	Diabetic retinopathy in Type 2 diabetes mellitus
LSLNC003696	NONHSAG042167	NONHSAT104980	5	rs7728598	Diabetic retinopathy in Type 2 diabetes mellitus
LSLNC003783	NONHSAG041228	NONHSAT147355	5	rs7723819	Type 2 diabetes
LSLNC003818	NONHSAG042949	NONHSAT107594	6	rs9505117	Type 2 diabetes, combined control dataset
LSLNC003818	NONHSAG042949	NONHSAT107594	6	rs9505118	Type 2 diabetes
LSLNC003818	NONHSAG042949	NONHSAT107594	6	rs9505118	Type 2 diabetes, combined control dataset
LSLNC003847	NONHSAG043555	NONHSAT108900	6	rs3129900	Type 2 diabetes
LSLNC003847	NONHSAG043555	NONHSAT108900	6	rs3132959	Type 2 diabetes
LSLNC003847	NONHSAG043555	NONHSAT108900	6	rs926591	Type 2 diabetes
LSLNC003847	NONHSAG043555	NONHSAT108900	6	rs4959093	Type 2 diabetes
LSLNC003847	NONHSAG043555	NONHSAT108900	6	rs910049	Type 2 diabetes
LSLNC003848	NONHSAG043563	NONHSAT108910	6	rs701831	Type 2 diabetes
LSLNC003849	NONHSAG043563	NONHSAT108916	6	rs701831	Type 2 diabetes
LSLNC003920	NONHSAG044200	NONHSAT113692	6	rs10498920	Type 2 diabetes
LSLNC003920	NONHSAG044200	NONHSAT113692	6	rs9294146	Type 2 diabetes
LSLNC003965	NONHSAG043142	NONHSAT108030	6	rs9368226	Type 2 diabetes
LSLNC003966	NONHSAG043143	NONHSAT108031	6	rs12664021	Type 2 diabetes
LSLNC003966	NONHSAG043143	NONHSAT108031	6	rs9465890	Type 2 diabetes, combined control dataset
LSLNC003966	NONHSAG043143	NONHSAT108031	6	rs10946406	Type 2 diabetes
LSLNC003966	NONHSAG043143	NONHSAT108031	6	rs2820001	Type 2 diabetes
LSLNC003966	NONHSAG043143	NONHSAT108031	6	rs6909558	Type 2 diabetes
LSLNC003966	NONHSAG043143	NONHSAT108031	6	rs7452218	Type 2 diabetes
LSLNC003966	NONHSAG043143	NONHSAT108031	6	rs4493738	Type 2 diabetes
LSLNC003995	NONHSAG043405	NONHSAT108610	6	rs10484551	Type 2 diabetes
LSLNC003996	NONHSAG043405	NONHSAT108612	6	rs10484551	Type 2 diabetes
LSLNC003997	NONHSAG043405	NONHSAT108615	6	rs10484551	Type 2 diabetes
LSLNC003998	NONHSAG043405	NONHSAT108618	6	rs10484551	Type 2 diabetes
LSLNC003999	NONHSAG043405	NONHSAT108619	6	rs10484551	Type 2 diabetes
LSLNC004053	NONHSAG043975	NONHSAT113210	6	rs9637973	Type 2 diabetes
LSLNC004053	NONHSAG043975	NONHSAT113210	6	rs1325831	Type 2 diabetes
LSLNC004054	NONHSAG043975	NONHSAT113212	6	rs9637973	Type 2 diabetes
LSLNC004054	NONHSAG043975	NONHSAT113212	6	rs1325831	Type 2 diabetes
LSLNC004055	NONHSAG043975	NONHSAT113213	6	rs9637973	Type 2 diabetes
LSLNC004055	NONHSAG043975	NONHSAT113213	6	rs1325831	Type 2 diabetes
LSLNC004056	NONHSAG043975	NONHSAT113214	6	rs9637973	Type 2 diabetes
LSLNC004056	NONHSAG043975	NONHSAT113214	6	rs1325831	Type 2 diabetes
LSLNC004080	NONHSAG044098	NONHSAT113466	6	rs9455408	Type 2 diabetes, combined control dataset, gender differentiated
LSLNC004081	NONHSAG044098	NONHSAT113467	6	rs9455408	Type 2 diabetes, combined control dataset, gender differentiated
LSLNC004082	NONHSAG044098	NONHSAT113468	6	rs9455408	Type 2 diabetes, combined control dataset, gender differentiated
LSLNC004083	NONHSAG044098	NONHSAT113469	6	rs9455408	Type 2 diabetes, combined control dataset, gender differentiated
LSLNC004084	NONHSAG044098	NONHSAT113470	6	rs9455408	Type 2 diabetes, combined control dataset, gender differentiated
LSLNC004154	NONHSAG044487	NONHSAT114216	6	rs1149306	Diabetic retinopathy in Type 2 diabetes mellitus
LSLNC004196	NONHSAG044716	NONHSAT114702	6	rs7381535	Type 2 diabetes, combined control dataset
LSLNC004213	NONHSAG044848	NONHSAT114936	6	rs6569772	Type 2 diabetes, combined control dataset, gender differentiated
LSLNC004213	NONHSAG044848	NONHSAT114936	6	rs9483377	Type 2 diabetes
LSLNC004224	NONHSAG044916	NONHSAT115084	6	rs4896151	Type 2 diabetes
LSLNC004225	NONHSAG044916	NONHSAT115085	6	rs4896151	Type 2 diabetes
LSLNC004225	NONHSAG044916	NONHSAT115085	6	rs9494266	Type 2 diabetes
LSLNC004225	NONHSAG044916	NONHSAT115085	6	rs6905874	Type 2 diabetes
LSLNC004225	NONHSAG044916	NONHSAT115085	6	rs9494335	Type 2 diabetes
LSLNC004226	NONHSAG044916	NONHSAT115086	6	rs4896151	Type 2 diabetes
LSLNC004227	NONHSAG044916	NONHSAT115089	6	rs4896151	Type 2 diabetes
LSLNC004228	NONHSAG044916	NONHSAT115090	6	rs4896151	Type 2 diabetes
LSLNC004229	NONHSAG044916	NONHSAT115091	6	rs4896151	Type 2 diabetes
LSLNC004229	NONHSAG044916	NONHSAT115091	6	rs9494266	Type 2 diabetes
LSLNC004230	NONHSAG044916	NONHSAT115092	6	rs4896151	Type 2 diabetes
LSLNC004230	NONHSAG044916	NONHSAT115092	6	rs9494266	Type 2 diabetes
LSLNC004230	NONHSAG044916	NONHSAT115092	6	rs6905874	Type 2 diabetes
LSLNC004230	NONHSAG044916	NONHSAT115092	6	rs9494335	Type 2 diabetes
LSLNC004231	NONHSAG044916	NONHSAT115093	6	rs4896151	Type 2 diabetes
LSLNC004234	NONHSAG044916	NONHSAT115099	6	rs6905874	Type 2 diabetes
LSLNC004234	NONHSAG044916	NONHSAT115099	6	rs9494335	Type 2 diabetes
LSLNC004235	NONHSAG044916	NONHSAT115100	6	rs6905874	Type 2 diabetes
LSLNC004235	NONHSAG044916	NONHSAT115100	6	rs9494335	Type 2 diabetes
LSLNC004282	NONHSAG045089	NONHSAT115439	6	rs1529017	Type 2 diabetes, gender differentiated
LSLNC004282	NONHSAG045089	NONHSAT115439	6	rs6570785	Type 2 diabetes, gender differentiated
LSLNC004282	NONHSAG045089	NONHSAT115439	6	rs9390449	Type 2 diabetes, gender differentiated
LSLNC004283	NONHSAG045089	NONHSAT115440	6	rs1529017	Type 2 diabetes, gender differentiated
LSLNC004283	NONHSAG045089	NONHSAT115440	6	rs6570785	Type 2 diabetes, gender differentiated
LSLNC004283	NONHSAG045089	NONHSAT115440	6	rs9390449	Type 2 diabetes, gender differentiated
LSLNC004284	NONHSAG045089	NONHSAT115441	6	rs1529017	Type 2 diabetes, gender differentiated
LSLNC004284	NONHSAG045089	NONHSAT115441	6	rs6570785	Type 2 diabetes, gender differentiated
LSLNC004284	NONHSAG045089	NONHSAT115441	6	rs9390449	Type 2 diabetes, gender differentiated
LSLNC004296	NONHSAG045155	NONHSAT115552	6	rs41391451	Type 2 diabetes
LSLNC004296	NONHSAG045155	NONHSAT115552	6	rs9383557	Type 2 diabetes
LSLNC004296	NONHSAG045155	NONHSAT115552	6	rs4869993	Waist hip ratio in Type 2 diabetes
LSLNC004296	NONHSAG045155	NONHSAT115552	6	rs4869993	Type 2 diabetes
LSLNC004297	NONHSAG045155	NONHSAT115553	6	rs41391451	Type 2 diabetes
LSLNC004297	NONHSAG045155	NONHSAT115553	6	rs9383557	Type 2 diabetes
LSLNC004297	NONHSAG045155	NONHSAT115553	6	rs4869993	Waist hip ratio in Type 2 diabetes
LSLNC004297	NONHSAG045155	NONHSAT115553	6	rs4869993	Type 2 diabetes
LSLNC004336	NONHSAG044875	NONHSAT147432	6	rs1414668	Type 2 diabetes
LSLNC004336	NONHSAG044875	NONHSAT147432	6	rs6909803	Type 2 diabetes
LSLNC004336	NONHSAG044875	NONHSAT147432	6	rs41406249	Type 2 diabetes
LSLNC004356	NONHSAG044663	NONHSAT114606	6	rs1407728	Type 2 diabetes
LSLNC004357	NONHSAG044663	NONHSAT114608	6	rs1407728	Type 2 diabetes
LSLNC004367	NONHSAG044916	NONHSAT147434	6	rs4896151	Type 2 diabetes
LSLNC004368	NONHSAG045089	NONHSAT147440	6	rs1529017	Type 2 diabetes, gender differentiated
LSLNC004368	NONHSAG045089	NONHSAT147440	6	rs6570785	Type 2 diabetes, gender differentiated
LSLNC004368	NONHSAG045089	NONHSAT147440	6	rs9390449	Type 2 diabetes, gender differentiated
LSLNC004397	NONHSAG046822	NONHSAT118849	7	rs11773532	Type 2 diabetes
LSLNC004406	NONHSAG046887	NONHSAT119054	7	rs6974325	Type 2 diabetes
LSLNC004414	NONHSAG046946	NONHSAT119206	7	rs2001817	Waist hip ratio in Type 2 diabetes
LSLNC004414	NONHSAG046946	NONHSAT119206	7	rs2001817	Type 2 diabetes
LSLNC004415	NONHSAG046946	NONHSAT119207	7	rs2001817	Waist hip ratio in Type 2 diabetes
LSLNC004415	NONHSAG046946	NONHSAT119207	7	rs2001817	Type 2 diabetes
LSLNC004416	NONHSAG046946	NONHSAT119208	7	rs2001817	Waist hip ratio in Type 2 diabetes
LSLNC004416	NONHSAG046946	NONHSAT119208	7	rs2001817	Type 2 diabetes
LSLNC004417	NONHSAG046946	NONHSAT119209	7	rs2001817	Waist hip ratio in Type 2 diabetes
LSLNC004417	NONHSAG046946	NONHSAT119209	7	rs2001817	Type 2 diabetes
LSLNC004418	NONHSAG046946	NONHSAT119210	7	rs2001817	Waist hip ratio in Type 2 diabetes
LSLNC004418	NONHSAG046946	NONHSAT119210	7	rs2001817	Type 2 diabetes
LSLNC004421	NONHSAG046946	NONHSAT119213	7	rs39182	Type 2 diabetes
LSLNC004446	NONHSAG047054	NONHSAT119409	7	rs10479996	Type 2 diabetes
LSLNC004498	NONHSAG047227	NONHSAT119769	7	rs17157341	Type 2 diabetes
LSLNC004500	NONHSAG047227	NONHSAT119771	7	rs17157341	Type 2 diabetes
LSLNC004521	NONHSAG047319	NONHSAT120045	7	rs7456534	Diabetic retinopathy in Type 2 diabetes mellitus
LSLNC004521	NONHSAG047319	NONHSAT120045	7	rs1946121	Type 2 diabetes
LSLNC004521	NONHSAG047319	NONHSAT120045	7	rs12673387	Type 2 diabetes
LSLNC004521	NONHSAG047319	NONHSAT120045	7	rs324978	Type 2 diabetes
LSLNC004523	NONHSAG047319	NONHSAT120049	7	rs324978	Type 2 diabetes
LSLNC004526	NONHSAG047319	NONHSAT120054	7	rs324978	Type 2 diabetes
LSLNC004527	NONHSAG047319	NONHSAT120055	7	rs324978	Type 2 diabetes
LSLNC004531	NONHSAG047360	NONHSAT120141	7	rs17170826	Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis
LSLNC004550	NONHSAG047479	NONHSAT120359	7	rs1990458	Type 2 diabetes
LSLNC004556	NONHSAG047579	NONHSAT120580	7	rs10273	Type 2 diabetes
LSLNC004556	NONHSAG047579	NONHSAT120580	7	rs1046964	Type 2 diabetes
LSLNC004567	NONHSAG047901	NONHSAT121334	7	rs11772435	Type 2 diabetes
LSLNC004578	NONHSAG047942	NONHSAT121420	7	rs112580831	Type 2 diabetes
LSLNC004578	NONHSAG047942	NONHSAT121420	7	rs6460052	Type 2 diabetes
LSLNC004607	NONHSAG048057	NONHSAT121670	7	rs17156256	Type 2 diabetes
LSLNC004607	NONHSAG048057	NONHSAT121670	7	rs11514912	Type 2 diabetes
LSLNC004608	NONHSAG048057	NONHSAT121671	7	rs17156256	Type 2 diabetes
LSLNC004608	NONHSAG048057	NONHSAT121671	7	rs11514912	Type 2 diabetes
LSLNC004617	NONHSAG048068	NONHSAT121694	7	rs17151725	Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease
LSLNC004719	NONHSAG048458	NONHSAT122565	7	rs4530975	Type 2 diabetes, combined control dataset, gender differentiated
LSLNC004720	NONHSAG048458	NONHSAT122566	7	rs4530975	Type 2 diabetes, combined control dataset, gender differentiated
LSLNC004740	NONHSAG048510	NONHSAT122670	7	rs13224682	Type 2 diabetes
LSLNC004740	NONHSAG048510	NONHSAT122670	7	rs13224682	Body mass index (BMI) in Type 2 diabetes
LSLNC004819	NONHSAG048791	NONHSAT123320	7	rs940790	Waist circumference in Type 2 diabetes
LSLNC004819	NONHSAG048791	NONHSAT123320	7	rs940790	Body mass index (BMI) in Type 2 diabetes
LSLNC004819	NONHSAG048791	NONHSAT123320	7	rs940790	Waist hip ratio in Type 2 diabetes
LSLNC004819	NONHSAG048791	NONHSAT123320	7	rs2402987	Type 2 diabetes
LSLNC004819	NONHSAG048791	NONHSAT123320	7	rs2402987	Waist circumference in Type 2 diabetes
LSLNC004819	NONHSAG048791	NONHSAT123320	7	rs2402987	Type 2 diabetes, combined control dataset, gender differentiated
LSLNC004819	NONHSAG048791	NONHSAT123320	7	rs2402987	Waist hip ratio in Type 2 diabetes
LSLNC004860	NONHSAG048895	NONHSAT123554	7	rs324658	Weight in Type 2 diabetes
LSLNC004860	NONHSAG048895	NONHSAT123554	7	rs324673	Type 2 diabetes
LSLNC004860	NONHSAG048895	NONHSAT123554	7	rs324675	Type 2 diabetes
LSLNC004860	NONHSAG048895	NONHSAT123554	7	rs1477523	Type 2 diabetes, combined control dataset
LSLNC004861	NONHSAG048895	NONHSAT123558	7	rs324658	Weight in Type 2 diabetes
LSLNC004861	NONHSAG048895	NONHSAT123558	7	rs324673	Type 2 diabetes
LSLNC004861	NONHSAG048895	NONHSAT123558	7	rs324675	Type 2 diabetes
LSLNC004861	NONHSAG048895	NONHSAT123558	7	rs1477523	Type 2 diabetes, combined control dataset
LSLNC004862	NONHSAG048895	NONHSAT123559	7	rs324658	Weight in Type 2 diabetes
LSLNC004862	NONHSAG048895	NONHSAT123559	7	rs324673	Type 2 diabetes
LSLNC004862	NONHSAG048895	NONHSAT123559	7	rs324675	Type 2 diabetes
LSLNC004862	NONHSAG048895	NONHSAT123559	7	rs1477523	Type 2 diabetes, combined control dataset
LSLNC004864	NONHSAG048895	NONHSAT123574	7	rs1477523	Type 2 diabetes, combined control dataset
LSLNC004868	NONHSAG048969	NONHSAT123712	7	rs1181736	Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis
