SNPID,Position,Disease/Trait name,P value,PMID,Chr
rs1937627,154109270,Waist hip ratio in Type 2 diabetes,0.000488,17463246,6
rs1937809,28476148,Type 2 diabetes,0.000336,17463246,10
rs1937934,25757569,Waist circumference in Type 2 diabetes,0.000122,17463246,9
rs1937934,25757569,Type 2 diabetes,0.000122,17463246,9
rs1938032,90357651,Type 2 diabetes,0.000705,17463246,1
rs1938032,90357651,Type 2 diabetes,0.000705,17463246,1
rs1938212,48840782,Type 2 diabetes,0.000463,17463246,6
rs1938541,62292032,Type 2 diabetes,0.000598,17463246,10
rs1938541,62292032,Waist circumference in Type 2 diabetes,0.000598,17463246,10
rs1938640,58023416,Type 2 diabetes,6.78e-05,22158537,11
rs1938659,58008980,Type 2 diabetes,5.739999999999999e-05,22158537,11
rs1938665,58018594,Type 2 diabetes,3.6200000000000006e-05,22158537,11
rs1940080,84370674,Type 2 diabetes,0.000469,17463246,11
rs1940292,951623,Type 2 diabetes,0.000795,17463246,18
rs1940767,106058917,Type 2 diabetes,0.000831,17463246,11
rs1940777,106067720,Type 2 diabetes,0.00081,17463246,11
rs1940778,106069517,Type 2 diabetes,0.000646,17463246,11
rs1940860,4664610,Type 2 diabetes,0.000925,17463246,18
rs1940890,88663964,Type 2 diabetes,0.000429,17463246,6
rs1941011,5659096,Type 2 diabetes,4.96e-05,17846124,18
rs1941011,5659096,Type 2 diabetes,5e-05,21647700,18
rs1941113,24580909,Type 2 diabetes,6.94e-05,22158537,18
rs1941113,24580909,Type 2 diabetes,0.000205,22158537,18
rs1941190,28961414,Height in Type 2 diabetes cases,2.35e-05,17463246,18
rs1941190,28961414,Weight in Type 2 diabetes,0.000825,17463246,18
rs1941212,133288335,"Type 2 diabetes, combined control dataset, gender differentiated",0.0009289999999999999,17554300,11
rs1941524,21445263,Waist circumference in Type 2 diabetes,0.000213,17463246,18
rs1941524,21445263,Type 2 diabetes,0.000213,17463246,18
rs1941531,39768746,Diabetes Mellitus,7.269999999999999e-05,pha003060,18
rs194188,11294265,Waist hip ratio in Type 2 diabetes,0.0006230000000000001,17463246,5
rs194188,11294265,Type 2 diabetes,0.0006230000000000001,17463246,5
rs1942055,135498924,Type 2 diabetes,0.0001,23209189,2
rs1942150,9538533,Type 2 diabetes,1.58e-05,21347282,18
rs1942265,52915567,Type 2 diabetes,0.00021899999999999998,17463246,18
rs1942670,13757116,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis",0.000659,17554300,18
rs1942816,63419849,"Type 2 diabetes, combined control dataset, gender differentiated",0.000277,17554300,18
rs1942863,57745744,Type 2 diabetes,0.000269,22158537,18
rs1942866,57741783,Type 2 diabetes,0.000399,22158537,18
rs1942866,57741783,Type 2 diabetes,0.0006799999999999999,22158537,18
rs1942899,57716523,"Type 2 diabetes, combined control dataset",0.000917,17554300,18
rs1942965,55032486,Type 2 diabetes,0.000606,17463246,18
rs1943231,58094199,Waist hip ratio in Type 2 diabetes,0.000775,17463246,18
rs1943231,58094199,Type 2 diabetes,0.000775,17463246,18
rs1943404,54926042,Type 2 diabetes,0.000711,17463246,18
rs1943874,71221855,"Type 2 diabetes, combined control dataset, gender differentiated",0.00043200000000000004,17554300,18
rs1944037,62803525,Type 2 diabetes,0.000587,17554300,11
rs1945737,53744545,Type 2 diabetes,0.000915,17463246,18
rs1946121,34525660,Type 2 diabetes,0.000442,17463246,7
rs1946191,164504641,Type 2 diabetes,0.000674,22158537,5
rs194636,82488988,Type 2 diabetes,0.000833,17463246,6
rs1946700,78686575,Type 2 diabetes,0.000266,22158537,11
rs1946704,149397793,"Type 2 diabetes, combined control dataset, gender differentiated",0.00020299999999999997,17554300,3
rs1946767,72334538,Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease,0.000616,21150874,16
rs1947219,73186518,Body mass index (BMI) in Type 2 diabetes,0.000421,17463246,15
rs1947219,73186518,Type 2 diabetes,0.000421,17463246,15
rs1947219,73186518,Waist circumference in Type 2 diabetes,0.000591,17463246,15
rs1947270,111172487,Type 2 diabetes,0.000462,17463246,8
rs1948429,115994775,Type 2 diabetes,0.000405,17846124,5
rs1948877,213219641,Type 2 diabetes,0.000509,17463246,2
rs1949017,59285853,Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease,0.000663,21150874,5
rs1949052,108932662,Type 2 diabetes,0.000724,22158537,11
rs1949479,60319127,Type 2 diabetes,0.000196,22158537,8
rs1949479,60319127,Type 2 diabetes,0.00023700000000000001,22158537,8
rs1949542,118183783,Type 2 diabetes,0.000184,17463246,3
rs1949891,85390088,Type 2 diabetes,0.0002,17848626,13
rs1950321,40007184,"Type 2 diabetes, end stage renal disease",2.6000000000000002e-05,22238593,14
rs1950321,40007184,Type 2 diabetes,7.69e-05,21150874,14
rs1950321,40007184,End-stage renal disease (non-type 2 diabetes mellitus),0.00018,21150874,14
rs1950321,40007184,Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease,0.000331,21150874,14
rs1950321,40007184,Type 2 diabetes with or without end stage renal disease,0.0008300000000000001,22238593,14
rs1950403,27082987,Type 2 diabetes,0.0006490000000000001,17846124,14
rs1950900,93876312,"Type 2 diabetes, combined control dataset",0.0009400000000000001,17554300,14
rs1951055,26077651,Type 2 diabetes,0.000618,17463246,14
rs195112,5413699,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis, gender differentiated",0.0006490000000000001,17554300,4
rs1951302,96415110,Type 2 diabetes,0.00035,17463246,14
rs1951853,64497260,Diabetic retinopathy in Type 2 diabetes mellitus,0.00042,23562823,1
rs1952348,89443726,Type 2 diabetes,0.000602,17463246,9
rs1953298,80265451,Type 2 diabetes,0.00079,17463246,7
rs1953399,70223570,Type 2 diabetes,0.000755,17463246,14
rs1953722,30230638,Type 2 diabetes,0.0004,23937595,14
rs1953874,51485941,Type 2 diabetes,8.58e-05,22158537,14
rs1953883,51479571,Type 2 diabetes,5.610000000000001e-05,22158537,14
rs1953887,51475116,Type 2 diabetes,1.0300000000000001e-05,22158537,14
rs1953887,51475116,Type 2 diabetes,0.0009220000000000001,22158537,14
rs1953894,49126265,Type 2 diabetes,0.000339,17463246,14
rs1953933,44127106,Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease,0.0007059999999999999,21150874,14
rs1954529,28164801,Type 2 diabetes,0.000233,17463246,14
rs1954602,191558022,Weight in Type 2 diabetes,0.000595,17463246,1
rs1955030,109552168,Type 2 diabetes,0.000465,17463246,8
rs1955030,109552168,Type 2 diabetes,0.000465,17463246,8
rs1955381,35295078,Type 2 diabetes,0.000602,17463246,2
rs1955449,29194272,Type 2 diabetes,0.000317,17463246,14
rs1955449,29194272,Type 2 diabetes,0.000317,17463246,14
rs1955918,39440532,Type 2 diabetes,0.000583,17463246,14
rs1956286,52553691,Type 2 diabetes,0.000675,17463246,14
rs1957325,85896161,Type 2 diabetes and other traits,4.05e-05,19734900,14
rs195753,37250112,Type 2 diabetes,0.000113,17463246,6
rs1957834,89597527,Type 2 diabetes,0.000293,17463246,14
rs1957834,89597527,Type 2 diabetes,0.000293,17463246,14
rs1958404,103665118,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis",0.00020800000000000001,17554300,14
rs1959326,62460510,Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease,0.000197,21150874,14
rs1960050,56055869,Diabetic retinopathy in Type 2 diabetes mellitus,0.00038700000000000003,23562823,2
rs196094,38849679,Type 2 diabetes,8.32e-05,22961080,22
rs1962397,65768007,Type 2 diabetes,0.000197,22158537,5
rs1962397,65768007,Type 2 diabetes,0.0009460000000000001,22158537,5
rs1962594,79013151,Type 2 diabetes,0.000771,17463246,13
rs1962914,3426898,Type 2 diabetes,0.00032,17463246,18
rs1963348,64215255,Glycemic response to metformin in type 2 diabetes,8.94e-05,21186350,3
rs1963934,35767788,Type 2 diabetes,0.000811,17463246,3
rs196449,8708327,Type 2 diabetes,0.000412,17554300,17
rs1964500,6412196,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis, gender differentiated",0.000215,17554300,18
rs196455,169074455,"Type 2 diabetes, combined control dataset, gender differentiated",1.12e-05,17554300,6
rs196469,169123297,"Type 2 diabetes, combined control dataset",5.5100000000000004e-05,17554300,6
rs196479,169127361,"Type 2 diabetes, combined control dataset",0.000151,17554300,6
rs196501,169139351,"Type 2 diabetes, combined control dataset",5.88e-05,17554300,6
rs196512,169145000,"Type 2 diabetes, combined control dataset",5.15e-05,17554300,6
rs196515,169146541,"Type 2 diabetes, combined control dataset",0.000194,17554300,6
rs1966402,74646077,Weight in Type 2 diabetes,0.000713,17463246,14
rs1966402,74646077,Type 2 diabetes,0.000713,17463246,14
rs196676,80115863,Type 2 diabetes,0.000305,17463246,6
rs1966961,39260470,Type 2 diabetes,9.559999999999999e-05,22961080,19
rs1967060,128071611,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis",0.0009400000000000001,17554300,12
rs1967256,90299223,"Type 2 diabetes, combined control dataset",0.000942,17554300,5
rs1967304,70291156,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis",0.000301,17554300,17
rs1967656,44488199,Weight in Type 2 diabetes,0.00032900000000000003,17463246,20
rs1967656,44488199,Waist circumference in Type 2 diabetes,0.000466,17463246,20
rs1967707,230241456,"Type 2 diabetes, combined control dataset",0.000154,17554300,1
rs1967939,18836316,Type 2 diabetes,0.000472,17463246,21
rs1968055,3392053,Type 2 diabetes,0.00045,17463246,16
rs1968183,230442159,Diabetic retinopathy in Type 2 diabetes mellitus,0.0005059999999999999,23562823,2
rs1969489,37248758,Type 2 diabetes,0.000424,22158537,10
rs1970200,98439324,Type 2 diabetes,0.000686,17463246,9
rs1970320,145698845,Type 2 diabetes,0.000281,22158537,6
rs1970321,145698722,Type 2 diabetes,0.000404,22158537,6
rs1971199,190495017,Type 2 diabetes,0.0009279999999999999,17463246,4
rs1971255,151816094,"Type 2 diabetes, combined control dataset, gender differentiated",0.000452,17554300,6
rs197174,57878080,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis",0.000585,17554300,20
rs1972397,92374955,Type 2 diabetes,0.000149,17463246,10
rs1972397,92374955,Waist hip ratio in Type 2 diabetes,0.000149,17463246,10
rs197394,112286309,"Type 2 diabetes, gender differentiated",0.000471,17554300,1
rs197457,143087003,Type 2 diabetes,0.000178,17463246,6
rs1975057,15427448,Type 2 diabetes,0.0008060000000000001,17554300,8
rs1975458,54501717,Type 2 diabetes,0.000236,17463246,10
rs1976864,191344631,Diabetic retinopathy in Type 2 diabetes mellitus,0.0008759999999999999,23562823,3
rs1977141,126097457,Diabetic retinopathy in Type 2 diabetes mellitus,0.000493,23562823,6
rs1977239,135783742,Type 2 diabetes,0.000304,17463246,6
rs1978107,120101714,"Type 2 diabetes, combined control dataset",0.000537,17554300,12
rs1978147,67994958,Type 2 diabetes,0.0009710000000000001,17463246,17
rs1978243,87526407,Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease,1.6100000000000002e-05,21150874,14
rs1978243,87526407,Type 2 diabetes,0.000753,22238593,14
rs1978300,4002022,Type 2 diabetes,0.000621,17463246,16
rs1978305,113834511,Type 2 diabetes,0.000377,17463246,9
rs1978357,52550061,Type 2 diabetes,0.000172,17463246,18
rs1978414,34505480,Type 2 diabetes,0.000266,17463246,2
rs1978414,34505480,Weight in Type 2 diabetes,0.000266,17463246,2
rs1978414,34505480,Body mass index (BMI) in Type 2 diabetes,0.000463,17463246,2
rs1978564,81477367,"Type 2 diabetes, combined control dataset",5.45e-05,17554300,8
rs1979431,20423245,Diabetes Mellitus,9.070000000000001e-05,pha003060,8
rs1979903,147549303,"Type 2 diabetes, combined control dataset, gender differentiated",2.4e-05,17554300,4
rs1979974,146800815,Diabetic retinopathy in Type 2 diabetes mellitus,0.000692,23562823,4
rs1980187,83378872,Type 2 diabetes,0.00034700000000000003,17463246,4
rs1980271,84439820,Waist circumference in Type 2 diabetes,0.000197,17463246,4
rs1980271,84439820,Type 2 diabetes,0.000197,17463246,4
rs1980986,89762007,Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease,0.000306,21150874,6
rs1981255,79480381,"Type 2 diabetes, combined control dataset, gender differentiated",0.000164,17554300,13
rs1981476,37717819,Type 2 diabetes,0.000368,17463246,22
rs1982269,55453675,Body mass index (BMI) in Type 2 diabetes,0.0007639999999999999,17463246,17
rs1982269,55453675,Type 2 diabetes,0.0007639999999999999,17463246,17
rs1982272,55453351,Type 2 diabetes,0.00047999999999999996,17463246,17
rs1982272,55453351,Body mass index (BMI) in Type 2 diabetes,0.000571,17463246,17
rs1982314,110851495,Body mass index (BMI) in Type 2 diabetes,0.00079,17463246,13
rs1982315,110851436,Weight in Type 2 diabetes,9.109999999999999e-05,17463246,13
rs1982691,13456548,Height in Type 2 diabetes cases,5.3e-05,17463246,8
rs1983406,120439230,Type 2 diabetes,0.00038700000000000003,22158537,2
rs1983659,27922759,Type 2 diabetes and other traits,7.709999999999999e-05,19734900,22
rs1983786,54513277,Type 2 diabetes,0.000482,17463246,14
rs1984095,10271534,Type 2 diabetes,0.0009050000000000001,22158537,10
rs1984165,240118265,Type 2 diabetes,0.0009939999999999999,17463246,1
rs1984165,240118265,Type 2 diabetes,0.0009939999999999999,17463246,1
rs1984285,154796895,Type 2 diabetes,0.000787,22961080,1
rs1984285,154796895,Type 2 diabetes (females),0.0008960000000000001,22961080,1
rs1984450,53013799,Type 2 diabetes,0.00027,17463246,19
rs1984536,26637188,Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease,0.000811,21150874,14
rs1984968,96181582,Type 2 diabetes,0.000908,17463246,14
rs1985690,189692565,Diabetic retinopathy in Type 2 diabetes mellitus,0.0009,23562823,3
rs1986410,49378248,Type 2 diabetes,0.000766,17846124,14
rs1987102,80265888,Type 2 diabetes,1.8e-05,23209189,15
rs1987102,80265888,Type 2 diabetes,0.00098,23209189,15
rs1988353,31468941,Type 2 diabetes,3.6e-05,19734900,17
rs1989964,83859120,Type 2 diabetes,0.000884,17463246,7
rs1989990,11605298,"Type 2 diabetes, combined control dataset",0.000164,17554300,7
rs1990103,10558779,Body mass index (BMI) in Type 2 diabetes,0.00041600000000000003,17463246,7
rs1990103,10558779,Type 2 diabetes,0.00041600000000000003,17463246,7
rs1990103,10558779,Weight in Type 2 diabetes,0.00047999999999999996,17463246,7
rs199067,23483286,Type 2 diabetes,0.000701,17463246,6
rs1990730,69043850,Type 2 diabetes,0.0009429999999999999,17463246,17
rs1991099,41304560,"Type 2 diabetes, combined control dataset, gender differentiated",0.000648,17554300,2
rs1991915,4208861,Type 2 diabetes,0.00081,17463246,4
rs1992711,13510918,Type 2 diabetes,0.000712,17463246,5
rs1994214,15730356,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis",0.000539,17554300,11
rs1994256,151919436,Type 2 diabetes,0.000472,17463246,2
rs1994313,175716626,Type 2 diabetes and other traits,1.18e-05,19734900,4
rs1994464,135682419,Type 2 diabetes,0.00011399999999999999,17463246,7
rs1994738,19956655,Type 2 diabetes,0.000509,22158537,12
rs1995688,86632319,Type 2 diabetes early age of onset,0.0009550000000000001,17846125,6
rs1995688,86632319,Type 2 diabetes,0.0009550000000000001,17846125,6
rs1995761,110795237,Type 2 diabetes,0.0005070000000000001,17463246,9
rs1996132,11760981,Type 2 diabetes,0.000411,17463246,20
rs1996132,11760981,Waist hip ratio in Type 2 diabetes,0.000411,17463246,20
rs199619,72218776,"Type 2 diabetes, combined control dataset",0.0007639999999999999,17554300,6
rs1996551,90002596,Diabetic retinopathy in Type 2 diabetes mellitus,0.00056,23562823,5
rs1996740,78748977,Height in Type 2 diabetes cases,0.000453,17463246,4
rs1996740,78748977,Type 2 diabetes,0.000453,17463246,4
rs1996913,35000453,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis",3.13e-05,17554300,6
rs1996969,48849066,Diabetic retinopathy in Type 2 diabetes mellitus,0.0005610000000000001,23562823,2
rs1996987,189588449,"Type 2 diabetes, combined control dataset",0.000805,17554300,2
rs199699,77507030,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis, gender differentiated",0.00024900000000000004,17554300,1
rs1997596,16578448,Type 2 diabetes,0.0009369999999999999,17463246,21
rs1997628,9124681,Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease,0.00035800000000000003,21150874,11
rs1997882,36016472,Type 2 diabetes,0.0009109999999999999,17463246,22
rs1998066,230238569,"Type 2 diabetes, combined control dataset, gender differentiated",0.000202,17554300,1
rs1998067,230238507,"Type 2 diabetes, combined control dataset",0.00047400000000000003,17554300,1
rs1998068,230238063,"Type 2 diabetes, combined control dataset",7.730000000000001e-05,17554300,1
rs1998237,14353346,Type 2 diabetes,0.0009279999999999999,17463246,20
rs1998757,100229506,Weight in Type 2 diabetes,0.000647,17463246,10
rs1998757,100229506,Type 2 diabetes,0.000647,17463246,10
rs1999157,204636870,Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease,0.000148,21150874,1
rs1999224,130498120,Type 2 diabetes,0.0008039999999999999,17463246,9
rs1999276,54250364,"Type 2 diabetes, combined control dataset",0.000118,17554300,14
rs1999431,107564676,"Type 2 diabetes, combined control dataset",1.4599999999999999e-05,17554300,9
rs1999468,25221407,Type 2 diabetes,0.000537,17463246,9
rs1999469,25221244,Type 2 diabetes,0.00024300000000000002,17463246,9
rs1999563,10247659,"Type 2 diabetes, combined control dataset, gender differentiated",0.000234,17554300,6
rs1999671,22868533,Type 2 diabetes,0.000646,17463246,13
rs2000434,35647604,Type 2 diabetes,0.0008230000000000001,17463246,21
rs200091,8662504,"Type 2 diabetes, combined control dataset",0.0005650000000000001,17554300,5
rs200123813,126996837,Type 2 diabetes (females),0.00047000000000000004,22885922,7
rs2001508,404632,Type 2 diabetes,0.000942,17463246,6
rs2001508,404632,Height in Type 2 diabetes cases,0.000942,17463246,6
rs2001571,106310305,Type 2 diabetes,0.00022999999999999998,17463246,8
rs2001656,120347226,Type 2 diabetes,3.229999999999999e-05,22158537,2
rs2001817,11240247,Waist hip ratio in Type 2 diabetes,0.0006349999999999999,17463246,7
rs2001817,11240247,Type 2 diabetes,0.0006349999999999999,17463246,7
rs200254903,2734125,Type 2 diabetes,6.92e-05,22158537,11
rs2004837,11617308,Type 2 diabetes,0.000556,17463246,3
rs2005404,125173980,"Type 2 diabetes, combined control dataset",0.0006349999999999999,17554300,11
rs2005833,2863287,Type 2 diabetes,0.000122,23300278,11
rs2006655,19746610,Type 2 diabetes,0.000303,17463246,13
rs2007116,68140020,Weight in Type 2 diabetes,0.00037,17463246,10
rs2007116,68140020,Type 2 diabetes,0.00037,17463246,10
rs2007801,114473540,Type 2 diabetes,0.0009570000000000001,17463246,7
rs200801,19333646,Type 2 diabetes,1.7800000000000002e-05,17668382,21
rs2008860,108312267,"Type 2 diabetes, end stage renal disease",3.5e-05,22238593,6
rs2008860,108312267,Type 2 diabetes,0.000342,22238593,6
rs201051794,200592547,Type 2 diabetes,0.000413,17463246,1
rs2010594,14395985,"Type 2 diabetes, combined control dataset, gender differentiated",0.000518,17554300,4
rs2010884,154458207,Type 2 diabetes,0.000264,17463246,6
rs2011527,129555532,Type 2 diabetes,0.000517,17463246,8
rs2011527,129555532,Type 2 diabetes,0.000518,17463246,8
rs2012542,10900102,Type 2 diabetes,0.000413,17463246,4
rs2012593,78014174,Type 2 diabetes,0.00031,17554300,7
rs2013340,38099612,Type 2 diabetes,0.00024900000000000004,17463246,5
rs2013340,38099612,Type 2 diabetes,0.00024900000000000004,17463246,5
rs201363,99244826,Type 2 diabetes,0.000239,17463246,12
rs201369,99241320,Type 2 diabetes,0.000517,17463246,12
rs2013932,77947706,"Type 2 diabetes, combined control dataset",9.290000000000001e-05,17554300,14
rs2014131,155047531,Type 2 diabetes,0.0005639999999999999,17463246,4
rs2014318,1068778,Type 2 diabetes,0.000895,17463246,4
rs2014604,16176883,Type 2 diabetes,4.36e-05,22158537,17
rs2016337,78771634,Type 2 diabetes,0.0009339999999999999,17463246,11
rs2017028,98589451,"Type 2 diabetes, combined control dataset",8.28e-05,17554300,2
rs2017377,23761660,Type 2 diabetes,0.000365,17463246,22
rs2017456,20598351,Type 2 diabetes,0.000814,17463246,1
rs2017590,115457968,Type 2 diabetes,0.000731,17463246,6
rs2017653,37729761,Type 2 diabetes,0.0009460000000000001,17463246,18
rs201768,51050243,Type 2 diabetes,0.0006940000000000001,17463246,13
rs2018022,51475353,Type 2 diabetes,0.000135,17554300,12
rs2018267,45192373,"Type 2 diabetes, gender differentiated",0.000723,17554300,14
rs2018354,13583866,Type 2 diabetes,0.000502,17463246,11
rs2018460,16012757,"Type 2 diabetes, combined control dataset",0.000261,17554300,19
rs2019077,19513563,Type 2 diabetes,0.000713,17463246,7
rs2020327,36193739,Type 2 diabetes,0.000867,17463246,2
rs202095934,42478626,Type 2 diabetes,7e-05,17463248,4
rs2021715,6149392,Type 2 diabetes,0.0008699999999999999,17463246,20
rs2021910,85085016,Type 2 diabetes,0.00022200000000000003,17463246,6
rs2021966,132150439,Type 2 diabetes,0.00026000000000000003,17463248,6
rs2023838,105493636,"Type 2 diabetes, combined control dataset",0.000239,17554300,4
rs2024539,165885052,Type 2 diabetes,0.000317,17463246,3
rs2025010,68919143,Type 2 diabetes,0.000629,17463246,14
rs2025535,74598691,Type 2 diabetes,0.000814,17463246,13
rs202577,6784053,"Type 2 diabetes, combined control dataset",0.000559,17554300,1
rs2025951,41827193,Type 2 diabetes,0.000843,17463246,6
rs2025951,41827193,Weight in Type 2 diabetes,0.000843,17463246,6
rs2026287,237651177,Diabetic retinopathy in Type 2 diabetes mellitus,0.00018700000000000002,23562823,1
rs2026739,32418237,Type 2 diabetes,0.000368,17463246,9
rs2026742,90163255,Type 2 diabetes,0.0005070000000000001,17463246,9
rs2026828,4543307,Waist hip ratio in Type 2 diabetes,0.000106,17463246,9
rs2026828,4543307,Type 2 diabetes,0.000106,17463246,9
rs2026828,4543307,Waist circumference in Type 2 diabetes,0.0009029999999999999,17463246,9
rs2026853,17199289,Type 2 diabetes,0.000743,17554300,21
rs2027504,220140714,Type 2 diabetes,0.0008539999999999999,17463246,1
rs2027504,220140714,Waist hip ratio in Type 2 diabetes,0.0008539999999999999,17463246,1
rs2027847,33494722,Type 2 diabetes,0.0008300000000000001,17463246,22
rs2027847,33494722,Type 2 diabetes,0.0008300000000000001,17463246,22
rs2028299,90374257,Type 2 diabetes (males),0.00032,21874001,15
rs2028563,62436897,Waist circumference in Type 2 diabetes,0.000596,17463246,10
rs2028563,62436897,Type 2 diabetes,0.000596,17463246,10
rs2029191,24735826,Type 2 diabetes,0.000653,17463246,11
rs2029461,34105790,Type 2 diabetes,0.00099,17463246,6
rs2030186,141350903,Type 2 diabetes,0.000965,17463246,3
rs2031226,93786764,Type 2 diabetes,0.000597,22158537,1
rs2031426,100160345,"Type 2 diabetes, combined control dataset, gender differentiated",0.000677,17554300,13
rs2031476,34277722,Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease,0.0009029999999999999,21150874,1
rs2032222,76893805,"Type 2 diabetes, combined control dataset",0.000949,17554300,18
rs2032902,24013727,Type 2 diabetes,0.000103,22158537,19
rs2033254,57009985,Type 2 diabetes,4e-05,17463248,16
rs2033367,94555708,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis",0.000788,17554300,11
rs2033486,56752381,Waist hip ratio in Type 2 diabetes,0.0006900000000000001,17463246,19
rs2033486,56752381,Type 2 diabetes,0.0006900000000000001,17463246,19
rs2034151,66782263,Type 2 diabetes,0.000452,17463246,3
rs2034444,54165888,"Type 2 diabetes, combined control dataset, gender differentiated",0.00011999999999999999,17554300,3
rs2034492,40974159,Type 2 diabetes,0.0008849999999999999,23945395,5
rs2034531,137144610,Type 2 diabetes,0.0003,17846126,4
rs2034650,40717302,Type 2 diabetes,0.000715,17463246,15
rs2035669,119915437,Type 2 diabetes,0.000648,17463246,3
rs2035734,163184934,Type 2 diabetes,0.000628,17463246,5
rs2035734,163184934,Type 2 diabetes,0.000628,17463246,5
rs2035845,7038250,Type 2 diabetes,0.0006889999999999999,17463246,11
rs2035973,6980763,Type 2 diabetes,0.00046100000000000004,17463246,19
rs2036967,78481557,Diabetic retinopathy in Type 2 diabetes mellitus,0.0008609999999999999,23562823,3
rs2037146,2564549,Type 2 diabetes,0.000968,17463246,2
rs2037146,2564549,Type 2 diabetes,0.000968,17463246,2
rs2039095,47618634,Glycemic response to metformin in type 2 diabetes,9.83e-05,21186350,13
rs2039698,145716967,Type 2 diabetes,1.89e-05,22158537,6
rs2039698,145716967,Type 2 diabetes,0.00015900000000000002,22158537,6
rs2039795,51477753,Type 2 diabetes,0.000794,22158537,14
rs2041014,20281701,Diabetic retinopathy in Type 2 diabetes mellitus,9.39e-05,23562823,7
rs2041015,20281553,Diabetic retinopathy in Type 2 diabetes mellitus,0.00019099999999999998,23562823,7
rs2041317,52363607,Height in Type 2 diabetes cases,0.00020800000000000001,17463246,20
rs2041317,52363607,Type 2 diabetes,0.00020800000000000001,17463246,20
rs2041667,6678053,Type 2 diabetes,0.000926,17463246,16
rs2041682,30224152,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis, gender differentiated",0.0007700000000000001,17554300,7
rs2041728,34189637,Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease,0.00025,21150874,19
rs2041728,34189637,Type 2 diabetes,0.000857,17463246,19
rs2041898,15666967,Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease,1.49e-05,21150874,12
rs2042561,173792625,Type 2 diabetes,0.000185,17463246,2
rs2042616,58596660,Type 2 diabetes,0.000859,17463246,4
rs2042844,45239800,Diabetic retinopathy in Type 2 diabetes mellitus,5.21e-05,23562823,3
rs2042950,43584348,Type 2 diabetes,0.000655,17463246,5
rs2043152,38389284,Type 2 diabetes,0.0009710000000000001,22158537,18
rs2043880,90432526,Type 2 diabetes,0.00011,21874001,15
rs2043885,124856339,Type 2 diabetes,8.36e-05,22456796,2
rs2044545,119765318,Type 2 diabetes,0.00048499999999999997,17463246,11
rs2044573,27024947,Type 2 diabetes,0.000491,17463246,3
rs2044755,24292926,Type 2 diabetes,0.00029,22158537,3
rs2044892,15648648,Type 2 diabetes,0.0009960000000000001,17463246,10
rs2044958,169220101,Type 2 diabetes,0.000678,17463246,2
rs2044984,100036365,Type 2 diabetes,0.00025299999999999997,22158537,11
rs2044984,100036365,Type 2 diabetes,0.0009220000000000001,22158537,11
rs2045823,41680191,Type 2 diabetes,0.000455,17554300,11
rs2045989,78288587,Body mass index (BMI) in Type 2 diabetes,0.000839,17463246,12
rs2046070,83641784,Type 2 diabetes,0.0006309999999999999,17463246,15
rs2046361,10969059,Diabetic retinopathy in Type 2 diabetes mellitus,7.99e-05,23562823,4
rs2046471,34635606,Type 2 diabetes,0.000502,17554300,18
rs2046484,63636878,Type 2 diabetes,0.000769,17463246,15
rs2046535,186070432,Type 2 diabetes,0.000322,17463246,4
rs2046652,104360654,Type 2 diabetes,0.00031299999999999996,17463246,11
rs2046779,119653822,Type 2 diabetes,0.000392,17463246,4
rs2047173,159640518,"Type 2 diabetes, combined control dataset, gender differentiated",0.00024900000000000004,17554300,3
rs2047340,23402038,Type 2 diabetes,9.48e-05,22158537,3
rs2047894,147595984,Type 2 diabetes,0.000436,17463246,4
rs2048161,146853165,Type 2 diabetes,0.00024300000000000002,17463246,4
rs2048386,140930353,Type 2 diabetes,0.000878,17463246,4
rs2048639,99305092,Type 2 diabetes,0.0009550000000000001,17463246,15
rs2048640,99304975,Type 2 diabetes,0.0009550000000000001,17463246,15
